age_range,gender,duration_of_medication,review_date,condition,overall_rating,upvotes,drug_name
,Female,6 months to less than 1 year,9/12/2014,Cold Sore,5.0,,acyclovir oral
  45-54,Female,less than 1 month,9/12/2014,Genital Herpes,3.7,8.0,acyclovir oral
,Female,2 to less than 5 years,9/6/2014,Herpes Infection of Brain and Surrounding Tissue,5.0,2.0,acyclovir oral
  55-64,Female,less than 1 month,8/27/2014,Shingles,4.7,30.0,acyclovir oral
  35-44,Female,less than 1 month,8/24/2014,Shingles,3.0,27.0,acyclovir oral
  55-64,Female,less than 1 month,8/21/2014,Shingles,5.0,31.0,acyclovir oral
  65-74,,,8/1/2014,Shingles,4.7,8.0,acyclovir oral
,Female,less than 1 month,7/23/2014,Shingles,4.3,15.0,acyclovir oral
  35-44,Female,10 years or more,7/15/2014,Cold Sore,5.0,4.0,acyclovir oral
  45-54,Female,less than 1 month,6/26/2014,Herpes Simplex Infection,2.0,2.0,acyclovir oral
  55-64,Male,10 years or more,5/20/2014,Genital Herpes,5.0,40.0,acyclovir oral
  19-24,Female,1 to 6 months,4/22/2014,Genital Herpes,4.0,11.0,acyclovir oral
  25-34,Female,2 to less than 5 years,4/13/2014,Cold Sore,4.0,6.0,acyclovir oral
,Female,less than 1 month,4/2/2014,Genital Herpes,2.7,1.0,acyclovir oral
  19-24,Female,6 months to less than 1 year,3/28/2014,Cold Sore,5.0,3.0,acyclovir oral
  55-64,Female,less than 1 month,3/24/2014,Shingles,5.0,15.0,acyclovir oral
,Female,less than 1 month,3/4/2014,Shingles,2.3,6.0,acyclovir oral
  25-34,Female,less than 1 month,2/6/2014,Shingles,5.0,10.0,acyclovir oral
,Male,,2/3/2014,Shingles,2.7,1.0,acyclovir oral
,Female,1 to 6 months,1/24/2014,Shingles,4.7,1.0,acyclovir oral
,Female,less than 1 month,1/6/2014,Shingles,5.0,6.0,acyclovir oral
  45-54,Female,,1/1/2014,Herpes Simplex Infection,3.3,4.0,acyclovir oral
  25-34,Female,1 to less than 2 years,12/28/2013,Cold Sore,5.0,2.0,acyclovir oral
,Female,5 to less than 10 years,12/24/2013,Genital Herpes,5.0,48.0,acyclovir oral
,Male,10 years or more,11/12/2013,Cold Sore,4.7,1.0,acyclovir oral
,Female,less than 1 month,10/27/2013,Shingles,5.0,3.0,acyclovir oral
  55-64,Female,1 to less than 2 years,10/24/2013,Shingles,5.0,13.0,acyclovir oral
  55-64,Female,less than 1 month,10/23/2013,Shingles,5.0,12.0,acyclovir oral
,Female,6 months to less than 1 year,9/12/2013,Genital Herpes,3.3,27.0,acyclovir oral
  45-54,Female,less than 1 month,8/28/2013,Shingles,3.0,5.0,acyclovir oral
  13-18,Female,6 months to less than 1 year,8/20/2013,Cold Sore,4.3,4.0,acyclovir oral
,Female,1 to 6 months,7/6/2013,Herpes Simplex Infection of Skin and Mucous Membranes,2.3,,acyclovir oral
  45-54,Female,less than 1 month,6/17/2013,Shingles,4.7,3.0,acyclovir oral
,Female,2 to less than 5 years,5/22/2013,Cold Sore,5.0,1.0,acyclovir oral
,,,5/18/2013,Chickenpox,1.0,1.0,acyclovir oral
  55-64,Male,,5/14/2013,Herpes Simplex Infection,5.0,2.0,acyclovir oral
  55-64,Male,1 to 6 months,4/25/2013,Shingles,3.0,17.0,acyclovir oral
  65-74,Female,less than 1 month,4/22/2013,Shingles,5.0,7.0,acyclovir oral
,Male,2 to less than 5 years,4/8/2013,Herpes Simplex Infection,5.0,,acyclovir oral
,Female,less than 1 month,3/3/2013,Genital Herpes,1.0,23.0,acyclovir oral
  65-74,Female,2 to less than 5 years,3/2/2013,Genital Herpes,5.0,8.0,acyclovir oral
,,,10/19/2022,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,7/19/2022,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  19-24,Male,2 to less than 5 years,7/19/2022,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  35-44,Male,2 to less than 5 years,7/17/2022,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  45-54,Male,6 months to less than 1 year,3/29/2022,Attention Deficit Disorder with Hyperactivity,4.0,1.0,Adderall XR oral
,,,3/18/2022,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
  13-18,Male,2 to less than 5 years,3/18/2022,Attention Deficit Disorder with Hyperactivity,1.0,1.0,Adderall XR oral
,Male,,3/15/2022,Attention Deficit Disorder with Hyperactivity,4.0,1.0,Adderall XR oral
,Male,,2/25/2022,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
  13-18,Female,2 to less than 5 years,2/14/2022,Attention Deficit Disorder with Hyperactivity,4.7,1.0,Adderall XR oral
  35-44,Female,6 months to less than 1 year,1/3/2022,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
  35-44,Male,1 to 6 months,12/12/2021,Attention Deficit Disorder with Hyperactivity,4.0,1.0,Adderall XR oral
,,,12/11/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  35-44,Male,6 months to less than 1 year,11/16/2021,Recurring Sleep Episodes During the Day,2.0,1.0,Adderall XR oral
  45-54,Female,6 months to less than 1 year,11/14/2021,Recurring Sleep Episodes During the Day,5.0,1.0,Adderall XR oral
  45-54,Female,1 to 6 months,11/9/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,11/7/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  25-34,Female,1 to 6 months,11/3/2021,Attention Deficit Disorder with Hyperactivity,4.0,1.0,Adderall XR oral
,,,10/31/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/30/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/27/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  35-44,Female,6 months to less than 1 year,10/25/2021,Attention Deficit Disorder with Hyperactivity,5.0,2.0,Adderall XR oral
,,,10/24/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/24/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/22/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  65-74,Male,1 to less than 2 years,10/19/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/19/2021,Recurring Sleep Episodes During the Day,3.7,1.0,Adderall XR oral
,,,10/18/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  35-44,Male,6 months to less than 1 year,10/18/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/18/2021,Recurring Sleep Episodes During the Day,5.0,1.0,Adderall XR oral
  7-12,Male,5 to less than 10 years,10/18/2021,Recurring Sleep Episodes During the Day,5.0,1.0,Adderall XR oral
,,,10/15/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
,,,10/14/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
,,,10/14/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
,,,10/13/2021,Attention Deficit Disorder with Hyperactivity,5.0,1.0,Adderall XR oral
  25-34,Male,1 to 6 months,10/12/2021,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
  35-44,Female,1 to less than 2 years,10/11/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
  35-44,Male,6 months to less than 1 year,10/11/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
,,,10/10/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
  13-18,Male,6 months to less than 1 year,9/7/2021,Attention Deficit Disorder with Hyperactivity,2.3,1.0,Adderall XR oral
,,,7/16/2021,Attention Deficit Disorder with Hyperactivity,5.0,2.0,Adderall XR oral
  13-18,Male,2 to less than 5 years,5/24/2021,Attention Deficit Disorder with Hyperactivity,4.3,,Adderall XR oral
  13-18,Female,less than 1 month,5/5/2021,Attention Deficit Disorder with Hyperactivity,4.3,2.0,Adderall XR oral
,,,4/15/2021,Attention Deficit Disorder with Hyperactivity,5.0,,Adderall XR oral
  19-24,Female,5 to less than 10 years,3/7/2021,Attention Deficit Disorder with Hyperactivity,5.0,4.0,Adderall XR oral
  35-44,Male,1 to less than 2 years,2/15/2021,Attention Deficit Disorder with Hyperactivity,4.7,7.0,Adderall XR oral
  25-34,Female,2 to less than 5 years,2/1/2020,Attention Deficit Disorder with Hyperactivity,5.0,11.0,Adderall XR oral
  25-34,Female,2 to less than 5 years,2/1/2020,Attention Deficit Disorder with Hyperactivity,5.0,27.0,Adderall XR oral
  25-34,Female,10 years or more,1/18/2020,Attention Deficit Disorder with Hyperactivity,4.7,4.0,Adderall XR oral
  25-34,,,1/25/2019,Attention Deficit Disorder with Hyperactivity,5.0,13.0,Adderall XR oral
  25-34,,,1/19/2019,Attention Deficit Disorder with Hyperactivity,5.0,8.0,Adderall XR oral
  35-44,,,11/14/2018,Attention Deficit Disorder with Hyperactivity,4.0,5.0,Adderall XR oral
  25-34,Male,5 to less than 10 years,11/3/2018,Attention Deficit Disorder with Hyperactivity,3.7,24.0,Adderall XR oral
  35-44,Female,5 to less than 10 years,7/18/2018,Recurring Sleep Episodes During the Day,5.0,2.0,Adderall XR oral
  65-74,Male,1 to less than 2 years,7/16/2018,Attention Deficit Disorder with Hyperactivity,4.7,26.0,Adderall XR oral
  65-74,Female,10 years or more,5/29/2018,Recurring Sleep Episodes During the Day,4.7,2.0,Adderall XR oral
  45-54,Female,2 to less than 5 years,10/13/2017,Attention Deficit Disorder with Hyperactivity,4.0,6.0,Adderall XR oral
  25-34,Female,1 to 6 months,5/17/2017,Attention Deficit Disorder with Hyperactivity,5.0,37.0,Adderall XR oral
  55-64,,,2/11/2017,Attention Deficit Disorder with Hyperactivity,5.0,47.0,Adderall XR oral
  25-34,Male,5 to less than 10 years,12/14/2016,Attention Deficit Disorder with Hyperactivity,5.0,17.0,Adderall XR oral
  25-34,Female,2 to less than 5 years,8/4/2016,Attention Deficit Disorder with Hyperactivity,4.3,16.0,Adderall XR oral
,Female,6 months to less than 1 year,7/2/2016,Attention Deficit Disorder with Hyperactivity,3.7,16.0,Adderall XR oral
  35-44,,,4/28/2016,Attention Deficit Disorder with Hyperactivity,2.7,20.0,Adderall XR oral
  25-34,,,12/12/2015,Attention Deficit Disorder with Hyperactivity,5.0,20.0,Adderall XR oral
  25-34,Female,6 months to less than 1 year,11/22/2015,Attention Deficit Disorder with Hyperactivity,4.7,11.0,Adderall XR oral
  25-34,Male,2 to less than 5 years,10/13/2015,Attention Deficit Disorder with Hyperactivity,4.7,9.0,Adderall XR oral
  13-18,Male,6 months to less than 1 year,9/10/2015,Attention Deficit Disorder with Hyperactivity,3.7,5.0,Adderall XR oral
  35-44,Female,2 to less than 5 years,1/20/2015,Attention Deficit Disorder with Hyperactivity,4.0,7.0,Adderall XR oral
  35-44,Female,6 months to less than 1 year,12/20/2014,Attention Deficit Disorder with Hyperactivity,2.7,7.0,Adderall XR oral
  19-24,Male,5 to less than 10 years,10/20/2014,Attention Deficit Disorder with Hyperactivity,4.0,18.0,Adderall XR oral
  13-18,Female,1 to 6 months,10/12/2014,Attention Deficit Disorder with Hyperactivity,4.7,12.0,Adderall XR oral
  35-44,Male,1 to 6 months,8/19/2014,Attention Deficit Disorder with Hyperactivity,4.3,3.0,Adderall XR oral
  25-34,Female,1 to 6 months,8/5/2014,Attention Deficit Disorder with Hyperactivity,3.7,4.0,Adderall XR oral
,Female,2 to less than 5 years,7/22/2014,Attention Deficit Disorder with Hyperactivity,4.7,10.0,Adderall XR oral
  75 or over,Male,10 years or more,5/23/2014,Attention Deficit Disorder with Hyperactivity,4.3,1.0,Adderall XR oral
  25-34,Female,less than 1 month,5/5/2014,Attention Deficit Disorder with Hyperactivity,4.3,12.0,Adderall XR oral
  55-64,Female,5 to less than 10 years,4/10/2014,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
  55-64,Male,10 years or more,3/24/2014,Attention Deficit Disorder with Hyperactivity,5.0,20.0,Adderall XR oral
  65-74,Female,1 to 6 months,1/9/2014,Attention Deficit Disorder with Hyperactivity,5.0,14.0,Adderall XR oral
  35-44,Female,5 to less than 10 years,1/7/2014,Attention Deficit Disorder with Hyperactivity,4.7,16.0,Adderall XR oral
  35-44,Female,less than 1 month,12/25/2013,Recurring Sleep Episodes During the Day,3.3,5.0,Adderall XR oral
  35-44,Female,1 to 6 months,11/13/2013,Attention Deficit Disorder with Hyperactivity,4.0,1.0,Adderall XR oral
,Female,,9/26/2013,Attention Deficit Disorder with Hyperactivity,5.0,7.0,Adderall XR oral
  7-12,Male,less than 1 month,9/18/2013,Attention Deficit Disorder with Hyperactivity,1.7,1.0,Adderall XR oral
  25-34,Female,1 to less than 2 years,8/22/2013,Recurring Sleep Episodes During the Day,5.0,,Adderall XR oral
,Female,less than 1 month,7/18/2013,Attention Deficit Disorder with Hyperactivity,1.0,9.0,Adderall XR oral
  7-12,Male,2 to less than 5 years,7/14/2013,Attention Deficit Disorder with Hyperactivity,5.0,5.0,Adderall XR oral
,Female,10 years or more,7/10/2013,Attention Deficit Disorder with Hyperactivity,5.0,3.0,Adderall XR oral
,Female,6 months to less than 1 year,6/6/2013,Attention Deficit Disorder with Hyperactivity,4.0,5.0,Adderall XR oral
  19-24,Female,10 years or more,5/1/2013,Attention Deficit Disorder with Hyperactivity,3.7,28.0,Adderall XR oral
  13-18,Female,6 months to less than 1 year,4/29/2013,Attention Deficit Disorder with Hyperactivity,3.0,9.0,Adderall XR oral
  45-54,Female,2 to less than 5 years,4/15/2013,Attention Deficit Disorder with Hyperactivity,4.7,4.0,Adderall XR oral
  13-18,Female,2 to less than 5 years,4/3/2013,Attention Deficit Disorder with Hyperactivity,4.7,16.0,Adderall XR oral
  13-18,Male,2 to less than 5 years,3/23/2013,Attention Deficit Disorder with Hyperactivity,2.0,2.0,Adderall XR oral
  13-18,Male,less than 1 month,3/18/2013,Attention Deficit Disorder with Hyperactivity,4.7,12.0,Adderall XR oral
,Female,1 to 6 months,3/15/2013,Attention Deficit Disorder with Hyperactivity,4.3,6.0,Adderall XR oral
  35-44,Female,1 to 6 months,3/4/2013,Attention Deficit Disorder with Hyperactivity,2.7,9.0,Adderall XR oral
,Male,5 to less than 10 years,2/23/2013,Attention Deficit Disorder with Hyperactivity,5.0,29.0,Adderall XR oral
  55-64,Female,1 to less than 2 years,2/14/2013,Attention Deficit Disorder with Hyperactivity,5.0,4.0,Adderall XR oral
,Male,10 years or more,2/6/2013,Attention Deficit Disorder with Hyperactivity,5.0,8.0,Adderall XR oral
  35-44,,,1/31/2013,Attention Deficit Disorder with Hyperactivity,3.7,4.0,Adderall XR oral
  3-6,Male,1 to 6 months,1/13/2013,Attention Deficit Disorder with Hyperactivity,3.3,1.0,Adderall XR oral
  35-44,Female,1 to less than 2 years,1/9/2013,Attention Deficit Disorder with Hyperactivity,3.0,,Adderall XR oral
  25-34,Female,6 months to less than 1 year,10/24/2012,Attention Deficit Disorder with Hyperactivity,4.3,4.0,Adderall XR oral
,Female,1 to less than 2 years,10/9/2012,Recurring Sleep Episodes During the Day,5.0,1.0,Adderall XR oral
,Female,,9/12/2012,Attention Deficit Disorder with Hyperactivity,4.3,12.0,Adderall XR oral
  65-74,Female,1 to 6 months,1/28/2023,High Amount of Uric Acid in the Blood,4.7,1.0,allopurinol oral
  45-54,Male,1 to less than 2 years,1/16/2023,Treatment to Prevent Gout,5.0,1.0,allopurinol oral
  65-74,Female,1 to 6 months,12/16/2022,High Amount of Uric Acid in the Blood,5.0,,allopurinol oral
  45-54,Male,1 to 6 months,11/11/2022,Gout,5.0,1.0,allopurinol oral
  75 or over,Male,10 years or more,10/18/2022,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  55-64,Male,10 years or more,1/6/2022,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  75 or over,Male,2 to less than 5 years,10/17/2021,Prevention of Calcium-Containing Kidney Stones,5.0,1.0,allopurinol oral
  75 or over,Male,10 years or more,7/19/2021,Gout,4.0,1.0,allopurinol oral
  55-64,Male,10 years or more,7/15/2021,Gout,5.0,2.0,allopurinol oral
,Female,,6/6/2021,High Amount of Uric Acid in the Blood,5.0,2.0,allopurinol oral
  45-54,Female,5 to less than 10 years,4/15/2021,High Amount of Uric Acid in the Blood,4.0,2.0,allopurinol oral
  55-64,Female,2 to less than 5 years,4/13/2021,High Amount of Uric Acid in the Blood,3.7,2.0,allopurinol oral
  45-54,,,3/11/2021,Gout,5.0,2.0,allopurinol oral
  55-64,,,9/24/2020,High Amount of Uric Acid in the Blood,1.0,3.0,allopurinol oral
  65-74,Male,10 years or more,1/14/2020,Gout,5.0,5.0,allopurinol oral
  55-64,Male,2 to less than 5 years,1/11/2020,Gout,5.0,6.0,allopurinol oral
  65-74,,,1/3/2020,Gout,5.0,9.0,allopurinol oral
  65-74,,,5/3/2019,Gout,5.0,35.0,allopurinol oral
  65-74,,,5/2/2019,Gout,5.0,10.0,allopurinol oral
,,,4/8/2019,Gout,2.3,13.0,allopurinol oral
  75 or over,,,1/7/2019,Gout,1.7,16.0,allopurinol oral
  35-44,Male,2 to less than 5 years,12/2/2018,Gout,4.3,9.0,allopurinol oral
  65-74,Male,1 to 6 months,11/27/2018,Gout,2.3,11.0,allopurinol oral
  45-54,,,9/20/2018,Gout,5.0,15.0,allopurinol oral
  45-54,Male,1 to less than 2 years,12/3/2017,Gout,5.0,27.0,allopurinol oral
,Female,5 to less than 10 years,12/2/2017,High Amount of Uric Acid in the Blood,3.0,1.0,allopurinol oral
,Male,1 to 6 months,9/22/2017,Gout,1.0,11.0,allopurinol oral
  65-74,Female,1 to 6 months,9/19/2017,Gout,5.0,8.0,allopurinol oral
,Female,1 to 6 months,4/9/2017,Gout,1.0,13.0,allopurinol oral
  55-64,,,1/1/2017,High Amount of Uric Acid in the Blood,2.7,1.0,allopurinol oral
  65-74,,,12/30/2016,Gout,5.0,34.0,allopurinol oral
,,,12/12/2016,Gout,5.0,28.0,allopurinol oral
  65-74,,,10/21/2016,Inflammation of the Joints due to Gout,2.3,1.0,allopurinol oral
  35-44,Male,less than 1 month,7/27/2016,High Amount of Uric Acid in the Blood,2.0,3.0,allopurinol oral
  45-54,,,6/5/2016,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  65-74,,,4/24/2016,Gout,3.7,21.0,allopurinol oral
  45-54,Male,1 to less than 2 years,4/11/2016,Gout,5.0,36.0,allopurinol oral
  65-74,Male,less than 1 month,3/6/2016,Gout,2.3,31.0,allopurinol oral
,Female,6 months to less than 1 year,11/30/2015,Gout,2.3,30.0,allopurinol oral
  45-54,Male,1 to 6 months,11/18/2015,Gout,1.3,55.0,allopurinol oral
  45-54,Male,2 to less than 5 years,10/21/2015,Gout,3.0,16.0,allopurinol oral
,Male,1 to less than 2 years,10/15/2015,Gout,5.0,28.0,allopurinol oral
  55-64,Female,5 to less than 10 years,9/15/2015,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  35-44,Male,1 to 6 months,8/31/2015,Gout,5.0,34.0,allopurinol oral
  65-74,Male,10 years or more,8/27/2015,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  75 or over,Male,10 years or more,7/31/2015,High Amount of Uric Acid in the Blood,5.0,1.0,allopurinol oral
  55-64,Male,10 years or more,7/20/2015,Gout,5.0,38.0,allopurinol oral
  65-74,Male,less than 1 month,7/1/2015,High Amount of Uric Acid in the Blood,2.3,,allopurinol oral
,Female,less than 1 month,6/18/2015,Gout,1.0,20.0,allopurinol oral
  55-64,Male,1 to less than 2 years,6/2/2015,Gout,2.0,16.0,allopurinol oral
,Female,less than 1 month,5/25/2015,High Amount of Uric Acid in the Blood,1.0,2.0,allopurinol oral
  45-54,Male,less than 1 month,2/20/2015,Gout,1.0,36.0,allopurinol oral
  65-74,Female,6 months to less than 1 year,1/27/2015,High Amount of Uric Acid in the Blood,1.0,,allopurinol oral
  35-44,Female,1 to 6 months,1/6/2015,Uric Acid Kidney Stones,5.0,2.0,allopurinol oral
,Male,10 years or more,12/29/2014,Gout,5.0,24.0,allopurinol oral
  55-64,Male,2 to less than 5 years,12/9/2014,Gout,4.0,20.0,allopurinol oral
,Female,5 to less than 10 years,11/12/2014,Gout,4.3,18.0,allopurinol oral
,Male,1 to 6 months,10/23/2014,Gout,3.7,8.0,allopurinol oral
  45-54,Male,less than 1 month,9/26/2014,Gout,2.3,19.0,allopurinol oral
  65-74,Male,10 years or more,9/17/2014,Gout,5.0,13.0,allopurinol oral
  65-74,Female,2 to less than 5 years,9/15/2014,Gout,5.0,20.0,allopurinol oral
,Male,2 to less than 5 years,9/1/2014,Gout,4.0,16.0,allopurinol oral
  65-74,Female,less than 1 month,8/12/2014,Gout,2.3,5.0,allopurinol oral
,Male,1 to 6 months,7/5/2014,Inflammation of the Joints due to Gout,4.0,,allopurinol oral
  65-74,Male,2 to less than 5 years,6/28/2014,Gout,1.0,15.0,allopurinol oral
  65-74,Male,2 to less than 5 years,6/26/2014,Uric Acid Kidney Stones,5.0,4.0,allopurinol oral
  25-34,Male,1 to 6 months,6/24/2014,Gout,2.3,11.0,allopurinol oral
,Female,1 to less than 2 years,6/8/2014,Gout,3.3,19.0,allopurinol oral
,Female,1 to 6 months,5/12/2014,Gout,3.0,8.0,allopurinol oral
,Male,2 to less than 5 years,5/5/2014,Gout,5.0,19.0,allopurinol oral
  65-74,Female,10 years or more,5/4/2014,High Amount of Uric Acid in the Blood,5.0,,allopurinol oral
  55-64,Male,1 to 6 months,4/12/2014,Gout,2.0,10.0,allopurinol oral
,Male,1 to 6 months,4/4/2014,Gout,4.7,12.0,allopurinol oral
  65-74,,,3/29/2014,Gout,5.0,2.0,allopurinol oral
,Female,less than 1 month,3/26/2014,Increased Uric Acid due to Cancer Chemotherapy,3.3,,allopurinol oral
